"","geo.time","variable","airtransport","fertility_rate","gdp_pps","hr_science_tech","life_expectancy","material_depreviation","motorway","unemployment_rate","population_density","risk_poverty","tertiary_education","tourism_bed_places"
"827","Vest","X2016","1160","1.51","18500","24.9","75.2","22","195","4.9","56.9","25.1","15.5","640"
"828","Vest","X2017","1621","1.53","20000","25.4","74.8","13.8","211","4.4","56.2","21.4","16","736"
"829","Vestlandet","X2009","5601","2.07","34300","43","82","1.6","11","2.4","17.7","11.1","35.8","530"
"830","Vestlandet","X2010","5941","1.99","35200","43.5","82","0.7","11","3.4","17.9","9.6","36.8","527"
"831","Vestlandet","X2011","6595","1.96","36300","46.5","82","1.9","11","3.1","18.1","9.6","36","519"
"832","Vestlandet","X2012","6953","1.91","38400","46.8","82.2","1.7","13","2.9","18.4","9.7","36.6","502"
"833","Vestlandet","X2013","7478","1.84","39300","48.7","82.4","1.3","13","3.1","18.6","10.8","38.6","666"
"834","Vestlandet","X2014","7509","1.81","40000","52.2","82.8","1.2",NA,"3","18.8","11.4","42.3","639"
"835","Vestlandet","X2015","7534","1.82","38700","52","83.1","1.4","12","3.9","19","12","43.2","616"
"836","Vestlandet","X2016","7444","1.79","36600","52.2","82.7","2.7","13","4.8","18.9","12.5","42.6","604"
"837","Vestlandet","X2017","7597","1.7",NA,"52.6","83.4","1.9","20","4","19","14.7","42.8","600"
"838","Východné Slovensko","X2009","348","1.68","11800","24.9","75.1","13.5","73","15.9","101.5","13.6","12.7","748"
"839","Východné Slovensko","X2010","264","1.64","12900","27.6","75.2","15","89","18.5","101.8","15.8","14.6","739"
"840","Východné Slovensko","X2011","264","1.64","13200","29.1","75.7","12.3","89","18.7","102.1","16.9","16.1","722"
"841","Východné Slovensko","X2012","234","1.49","13800","26.6","75.9","12.1","91","19","102.4","16.7","16.3","816"
"842","Východné Slovensko","X2013","236","1.47","14000","27","76.2","12.2","89","18.5","102.5","15.8","17.5","793"
"843","Východné Slovensko","X2014","355","1.49","14700","28.8","76.6","13","87","16.6","102.7","14.9","19.7","758"
"844","Východné Slovensko","X2015","408","1.54","15600","28.8","76.3","11.2","116","15","102.8","14.5","19.7","802"
"845","Východné Slovensko","X2016","435","1.61","15600","28.4","77.2","9.9","116","13.2","103.4","16.3","19.3","746"
"846","Východné Slovensko","X2017","495","1.65","16300","29.3","77.2","9.2","116","12","103.6","16.8","20.1","730"
"847","Yugoiztochen","X2009","1684","1.95","8800","23.1","72.9","45","87","6.6","55.1","22.8","16.9","605"
"848","Yugoiztochen","X2010","1872","1.81","9100","24","72.6","49.6","87","10.5","55.9","25.1","17.4","598"
"849","Yugoiztochen","X2011","2227","1.77","9500","26.9","73.4","49.8","87","11.5","55.5","23.9","19.1","665"
"850","Yugoiztochen","X2012","2357","1.75","10200","27.9","73.9","52.3","171","11.9","55.2","24","19.6","745"
"851","Yugoiztochen","X2013","2461","1.78","10300","27.7","74.5","46.7","203","13","54.9","25","20.5","819"
"852","Yugoiztochen","X2014","2508","1.83","11000","27.7","74","35.7","204","11.9","54.8","23.9","20.9","909"
"853","Yugoiztochen","X2015","2334","1.84","11400","28.9","74.3","35.9","223","10.4","54.8","22.8","21.9","924"
"854","Yugoiztochen","X2016","2854","1.82","12500","29.5","74.4","34.8","221","7.9","53.6","22.6","21.8","954"
"855","Yugoiztochen","X2017","2950","1.88","13000","29.5","74.3","31.7","222","7","53.2","26.2","21.7","953"
"856","Yugozapaden","X2009","3116","1.47","17800","41.2","74.5","30.1","118","4.1","105","10.6","33.7","394"
"857","Yugozapaden","X2010","3278","1.41","19200","41","75","33.9","118","6.9","106.1","9","33.6","401"
"858","Yugozapaden","X2011","3466","1.34","19700","40.3","75.2","34.5","139","7.5","106.4","11.2","32.8","392"
"859","Yugozapaden","X2012","3456","1.32","20000","40","75.3","35.8","138","8.2","106.3","10.9","33","525"
"860","Yugozapaden","X2013","3497","1.29","19700","42.5","75.7","34.4","163","9.8","106.2","10.3","35.1","548"
"861","Yugozapaden","X2014","3808","1.36","20700","44.8","75.3","24.9","163","8.9","105.8","11.3","37.5","605"
"862","Yugozapaden","X2015","4057","1.34","22100","46.8","75.6","25","215","6.7","107.1","11.7","38.6","607"
"863","Yugozapaden","X2016","4964","1.36","22900","47.8","75.7","23.2","223","5.4","104.7","13.4","39.4","634"
"864","Yugozapaden","X2017","6478","1.37","23700","47.5","75.7","22.3","216","3.3","104.4","13.8","39.2","606"
"865","Zuid-Holland","X2009","927","1.77",NA,"46","80.9",NA,"353","4.8","1241.2",NA,"31.3","557"
"866","Zuid-Holland","X2010","928","1.78",NA,"46.7","81",NA,"361","5.7","1249.5",NA,"31.9","543"
"867","Zuid-Holland","X2011","1082","1.78",NA,"48","81.5",NA,"362","5.6","1257.8",NA,"32.2","542"
"868","Zuid-Holland","X2012","1193","1.75",NA,"48.5","81.2",NA,"362","6.9","1267.1",NA,"33.8","546"
"869","Zuid-Holland","X2013","1494","1.69",NA,"49.4","81.6",NA,"362","7.9","1271.5",NA,"34.8","652"
"870","Zuid-Holland","X2014","1631","1.74",NA,"48.7","82",NA,"362","8.4","1278.4",NA,"34.2","648"
"871","Zuid-Holland","X2015","1645","1.67","38100","50.2","81.8",NA,"361","7.8","1286.5",NA,"36.1","623"
"872","Zuid-Holland","X2016","1650","1.69","37400","50.6","81.8","3.8","368","7.1","1260.8","13.8","36.6","621"
"873","Zuid-Holland","X2017","1740","1.64","38400","51.6","82","2.9","368","5.5","1271","15.1","37.6","634"
